,bathrooms,bedrooms,price,price_type,square_feet,state
86045,1.0,1.0,946.0,Monthly,830,NC
86046,1.0,1.0,1030.0,Monthly,796,UT
86047,2.0,2.0,975.0,Monthly,1045,TN
86048,2.0,2.0,1224.0,Monthly,1300,MO
86049,1.0,2.0,1045.0,Monthly,864,UT
86050,2.0,2.0,1365.0,Monthly,1310,IA
86051,1.5,2.0,1520.0,Monthly,1021,FL
86052,1.0,2.0,1040.0,Monthly,882,UT
86053,1.0,1.0,1596.0,Monthly,800,VA
86054,2.0,2.0,1860.0,Monthly,1035,CA
86055,1.0,1.0,1099.0,Monthly,967,UT
86056,1.0,2.0,975.0,Monthly,900,MO
86057,1.0,2.0,1295.0,Monthly,800,CA
86058,1.0,1.0,2318.0,Monthly,740,VA
86059,1.5,2.0,2920.0,Monthly,934,CA
86060,2.0,2.0,1264.0,Monthly,1208,AZ
86061,1.0,1.0,1285.0,Monthly,776,TN
86062,2.0,2.0,3107.0,Monthly,1161,VA
86063,3.0,4.0,2017.0,Monthly,2679,GA
86064,1.0,1.0,1149.0,Monthly,828,NC
86065,2.0,2.0,2050.0,Monthly,900,CA
86066,3.0,4.0,1995.0,Monthly,2446,UT
86067,1.0,1.0,1390.0,Monthly,700,CA
86068,2.0,2.0,1340.0,Monthly,1305,NC
86069,1.0,1.0,1032.0,Monthly,653,AZ
86070,1.0,2.0,700.0,Monthly,850,AZ
86071,2.0,2.0,1463.0,Monthly,1347,TN
86072,1.0,2.0,1090.0,Monthly,900,MO
86073,1.0,1.0,923.0,Monthly,768,NC
86074,2.0,2.0,1075.0,Monthly,954,TX
86075,1.0,1.0,1361.0,Monthly,901,FL
86076,2.0,2.0,1185.0,Monthly,1198,GA
86077,1.0,1.0,1103.0,Monthly,878,TN
86078,1.0,2.0,950.0,Monthly,858,TX
86079,1.0,1.0,774.0,Monthly,703,TX
86080,1.0,1.0,1395.0,Monthly,625,CA
86081,1.0,1.0,2150.0,Monthly,762,CA
86082,1.0,1.0,1498.0,Monthly,789,VA
86083,2.0,2.0,2665.0,Monthly,1080,CA
86084,1.0,2.0,995.0,Monthly,838,AZ
86085,1.0,1.0,775.0,Monthly,700,TX
86086,2.0,2.0,1609.0,Monthly,1125,VA
86087,2.0,3.0,1120.0,Monthly,1290,IN
86088,1.5,2.0,1280.0,Monthly,1350,TN
86089,1.5,2.0,1105.0,Monthly,1350,TN
86090,1.0,1.0,1210.0,Monthly,630,TX
86091,1.0,1.0,895.0,Monthly,801,GA
86092,2.0,2.0,1339.0,Monthly,1140,TX
86093,1.0,1.0,844.0,Monthly,740,TX
86094,1.0,1.0,1005.0,Monthly,800,TN
86095,1.0,1.0,1020.0,Monthly,786,NC
86096,1.0,1.0,734.0,Monthly,500,AZ
86097,1.0,1.0,770.0,Monthly,481,TX
86098,2.0,2.0,949.0,Monthly,964,AZ
86099,2.0,2.0,1100.0,Monthly,1282,MS
86100,2.0,2.0,1020.0,Monthly,1138,MS
86101,1.0,1.0,912.0,Monthly,750,TN
86102,1.0,2.0,890.0,Monthly,840,AZ
86103,2.0,2.0,1560.0,Monthly,1099,GA
86104,1.0,1.0,932.0,Monthly,750,TN
86105,1.0,2.0,689.0,Monthly,1200,MS
86106,2.0,2.0,1157.0,Monthly,1189,GA
86107,1.0,1.0,1150.0,Monthly,804,TX
86108,2.0,2.0,1356.0,Monthly,1246,TX
86109,1.0,1.0,980.0,Monthly,896,GA
86110,2.0,3.0,1280.0,Monthly,1377,GA
86111,3.0,4.0,1755.0,Monthly,1954,TX
86112,1.0,1.0,3667.0,Monthly,736,CA
86113,2.0,2.0,1410.0,Monthly,1069,TX
86114,1.0,1.0,1187.0,Monthly,896,TX
86115,2.0,3.0,1535.0,Monthly,1465,TX
86116,1.0,1.0,888.0,Monthly,770,TX
86117,2.0,2.0,1330.0,Monthly,1244,TX
86118,2.0,3.0,1499.0,Monthly,1427,TX
86119,2.0,2.0,1265.0,Monthly,1196,TX
86120,2.0,2.0,1359.0,Monthly,1100,TX
86121,2.0,2.0,1385.0,Monthly,1305,TX
86122,2.0,2.0,1575.0,Monthly,1190,GA
86123,2.0,2.0,1486.0,Monthly,1072,GA
86124,1.0,1.0,1140.0,Monthly,580,FL
86125,1.0,2.0,1263.0,Monthly,1139,TN
86126,1.0,1.0,976.0,Monthly,800,TN
86127,1.0,1.0,1291.0,Monthly,765,VA
86128,2.0,2.0,1180.0,Monthly,1300,GA
86129,1.0,2.0,918.0,Monthly,790,MS
86130,2.0,2.0,988.0,Monthly,1061,MS
86131,2.0,3.0,2025.0,Monthly,1392,TX
86132,2.0,3.0,710.0,Monthly,1000,MS
86133,1.0,1.0,899.0,Monthly,772,TX
86134,1.5,2.0,4050.0,Monthly,1160,CA
86135,2.0,3.0,2250.0,Monthly,1518,TX
86136,2.0,2.0,2410.0,Monthly,1321,NC
86137,1.0,1.0,1536.0,Monthly,797,NC
86138,1.0,3.0,894.0,Monthly,625,TX
86139,1.0,1.0,1695.0,Monthly,754,FL
86140,1.0,1.0,3080.0,Monthly,543,CA
86141,1.0,1.0,933.0,Monthly,750,TX
86142,1.0,1.0,739.0,Monthly,700,MS
86143,2.0,3.0,1394.0,Monthly,1088,AZ
86144,1.0,1.0,1750.0,Monthly,450,CA
86145,1.0,1.0,719.0,Monthly,474,TX
86146,2.0,2.0,2205.0,Monthly,1161,CA
86147,1.0,1.0,730.0,Monthly,649,TX
86148,2.0,2.0,1150.0,Monthly,1250,GA
86149,2.0,2.0,1795.0,Monthly,1120,FL
86150,2.0,3.0,1618.0,Monthly,1700,IN
86151,2.0,2.0,1895.0,Monthly,1151,CA
86152,3.0,4.0,2250.0,Monthly,1988,TX
86153,1.0,1.0,1501.0,Monthly,673,VA
86154,2.0,2.0,1175.0,Monthly,1024,TX
86155,1.0,2.0,2940.0,Monthly,950,CA
86156,1.0,1.0,1353.0,Monthly,691,MN
86157,1.0,1.0,820.0,Monthly,742,SC
86158,1.0,1.0,1025.0,Monthly,800,MD
86159,1.0,2.0,1015.0,Monthly,1007,MD
86160,1.0,1.0,1010.0,Monthly,744,TX
86161,1.0,1.0,943.0,Monthly,869,MD
86162,1.0,1.0,2170.0,Monthly,790,CA
86163,1.0,1.0,3720.0,Monthly,757,CA
86164,1.0,1.0,935.0,Monthly,705,TX
86165,2.0,2.0,1110.0,Monthly,1000,TX
86166,1.0,2.0,1056.0,Monthly,960,NY
86167,2.0,2.0,1470.0,Monthly,840,MD
86168,2.0,3.0,2140.0,Monthly,1338,MD
86169,1.0,3.0,1179.0,Monthly,668,MN
86170,1.0,1.0,861.0,Monthly,558,SC
86171,2.0,2.0,1025.0,Monthly,1113,SC
86172,1.0,2.0,625.0,Monthly,336,SC
86173,1.0,2.0,1420.0,Monthly,920,MN
86174,2.0,2.0,2200.0,Monthly,822,FL
86175,1.0,1.0,749.0,Monthly,604,TX
86176,1.0,1.0,1180.0,Monthly,797,SC
86177,1.0,1.0,1275.0,Monthly,654,MN
86178,1.0,1.0,2470.0,Monthly,744,CA
86179,1.0,4.0,1495.0,Monthly,1951,MN
86180,2.0,2.0,3245.0,Monthly,1022,CA
86181,2.0,2.0,1249.0,Monthly,1159,SC
86182,2.0,2.0,2075.0,Monthly,912,CA
86183,2.0,2.0,1130.0,Monthly,1214,SC
86184,2.0,2.0,2045.0,Monthly,1227,TX
86185,2.0,2.0,3050.0,Monthly,1194,FL
86186,2.0,3.0,1025.0,Monthly,1195,SC
86187,2.0,2.0,1029.0,Monthly,1035,SC
86188,2.0,2.0,2350.0,Monthly,1159,FL
86189,1.0,1.0,740.0,Monthly,530,CA
86190,2.0,3.0,2150.0,Monthly,1403,MD
86191,1.0,1.0,395.0,Monthly,470,IL
86192,1.0,1.0,783.0,Monthly,623,TX
86193,1.0,1.0,879.0,Monthly,829,SC
86194,2.5,2.0,830.0,Monthly,1318,SC
86195,1.0,1.0,1119.0,Monthly,634,TX
86196,2.0,2.0,1035.0,Monthly,1050,SC
86197,1.0,2.0,790.0,Monthly,757,IL
86198,2.0,2.0,2650.0,Monthly,1268,FL
86199,2.0,2.0,950.0,Monthly,1200,SC
86200,1.5,1.0,2900.0,Monthly,994,FL
86201,2.0,2.0,1245.0,Monthly,1176,SC
86202,1.0,1.0,1310.0,Monthly,800,TX
86203,1.0,2.0,796.0,Monthly,896,MI
86204,1.0,1.0,1134.0,Monthly,760,TX
86205,1.0,1.0,1260.0,Monthly,1000,IL
86206,1.0,1.0,1295.0,Monthly,622,CA
86207,1.0,1.0,1800.0,Monthly,672,IL
86208,1.0,2.0,915.0,Monthly,329,MI
86209,1.0,2.0,1740.0,Monthly,1000,MD
86210,1.0,1.0,1225.0,Monthly,415,CA
86211,2.0,2.0,2739.0,Monthly,1080,CA
86212,1.0,2.0,825.0,Monthly,850,MI
86213,1.0,1.0,1310.0,Monthly,854,FL
86214,1.0,2.0,1000.0,Monthly,848,CA
86215,1.0,1.0,1300.0,Monthly,510,CA
86216,2.0,4.0,2567.0,Monthly,1950,FL
86217,2.0,2.0,1882.0,Monthly,1027,FL
86218,1.0,1.0,710.0,Monthly,400,IL
86219,1.0,1.0,795.0,Monthly,650,MI
86220,1.0,1.0,1180.0,Monthly,785,TX
86221,1.0,2.0,916.0,Monthly,825,MI
86222,2.0,2.0,2538.0,Monthly,1214,MD
86223,1.0,1.0,757.0,Monthly,849,MI
86224,2.0,3.0,2550.0,Monthly,1250,NY
86225,2.0,3.0,1225.0,Monthly,1868,SC
86226,2.0,2.0,1025.0,Monthly,1055,SC
86227,1.0,1.0,2050.0,Monthly,818,CA
86228,1.0,1.0,1549.0,Monthly,832,FL
86229,1.0,2.0,2550.0,Monthly,466,NY
86230,1.0,2.0,2498.0,Monthly,416,NY
86231,1.0,2.0,2750.0,Monthly,900,NY
86232,1.0,2.0,722.0,Monthly,981,IL
86233,2.0,2.0,1100.0,Monthly,1143,MI
86234,1.5,2.0,795.0,Monthly,920,MI
86235,1.0,1.0,1240.0,Monthly,712,RI
86236,2.0,2.0,1980.0,Monthly,929,CA
86237,1.5,4.0,2050.0,Monthly,1728,MI
86238,1.0,1.0,999.0,Monthly,811,TX
86239,2.0,3.0,5221.0,Monthly,1727,MD
86240,2.0,2.0,3622.0,Monthly,1175,IL
86241,1.0,2.0,835.0,Monthly,1000,MI
86242,1.0,1.0,928.0,Monthly,505,SC
86243,1.0,1.0,868.0,Monthly,505,SC
86244,1.0,1.0,1482.0,Monthly,738,MD
86245,1.0,1.0,1009.0,Monthly,678,TX
86246,1.0,1.0,870.0,Monthly,800,SC
86247,1.0,1.0,1424.0,Monthly,645,MD
86248,1.0,1.0,1865.0,Monthly,820,PA
86249,2.0,2.0,2475.0,Monthly,1153,PA
86250,1.0,2.0,1545.0,Monthly,577,MD
86251,1.0,1.0,1188.0,Monthly,528,MI
86252,1.0,1.0,949.0,Monthly,758,TX
86253,1.0,1.0,1597.0,Monthly,712,MI
86254,1.0,1.0,1593.0,Monthly,868,MD
86255,1.0,1.0,1259.0,Monthly,490,CA
86256,2.0,2.0,1981.0,Monthly,1095,PA
86257,1.0,1.0,2251.0,Monthly,645,IL
86258,2.0,2.0,2695.0,Monthly,1302,CA
86259,1.0,1.0,1494.0,Monthly,815,FL
86260,1.0,1.0,1860.0,Monthly,678,CA
86261,1.0,1.0,1180.0,Monthly,895,MD
86262,2.0,3.0,1543.0,Monthly,1200,MD
86263,2.0,2.0,966.0,Monthly,1018,TX
86264,1.0,1.0,808.0,Monthly,565,TX
86265,1.0,1.0,1219.0,Monthly,940,PA
86266,1.0,2.0,1499.0,Monthly,943,MD
86267,1.0,2.0,1499.0,Monthly,943,MD
86268,2.0,2.0,1885.0,Monthly,1143,MD
86269,2.0,3.0,5950.0,Monthly,1835,NY
86270,1.0,1.0,939.0,Monthly,542,PA
86271,1.0,1.0,1065.0,Monthly,636,IL
86272,1.0,2.0,769.0,Monthly,866,MI
86273,2.0,2.0,1750.0,Monthly,1177,CA
86274,1.0,2.0,1249.0,Monthly,1098,TX
86275,1.5,1.0,2290.0,Monthly,1192,CA
86276,1.0,2.0,2400.0,Monthly,1000,NY
86277,2.0,3.0,866.0,Monthly,1214,FL
86278,1.0,1.0,910.0,Monthly,740,SC
86279,2.0,3.0,1500.0,Monthly,1134,MI
86280,1.0,1.0,1375.0,Monthly,656,FL
86281,2.0,2.0,1230.0,Monthly,1095,TX
86282,2.0,2.0,1663.0,Monthly,1150,FL
86283,1.0,1.0,1825.0,Monthly,700,CA
86284,1.0,1.0,1790.0,Monthly,750,CA
86285,2.5,3.0,1633.0,Monthly,1589,FL
86286,1.0,1.0,2204.0,Monthly,600,PA
86287,2.0,2.0,3310.0,Monthly,1139,PA
86288,2.0,2.0,1415.0,Monthly,1124,FL
86289,2.0,3.0,1850.0,Monthly,1442,IL
86290,1.0,1.0,3450.0,Monthly,1000,NY
86291,1.0,2.0,940.0,Monthly,950,MI
86292,2.0,3.0,1221.0,Monthly,1500,PA
86293,1.0,1.0,4500.0,Monthly,600,CA
86294,2.0,3.0,1495.0,Monthly,1179,MI
86295,1.0,1.0,1035.0,Monthly,715,PA
86296,2.0,2.0,1640.0,Monthly,1102,TX
86297,1.0,1.0,804.0,Monthly,820,MI
86298,1.0,1.0,1125.0,Monthly,600,FL
86299,1.5,1.0,2095.0,Monthly,900,PA
86300,2.0,2.0,1509.0,Monthly,1045,FL
86301,1.0,2.0,825.0,Monthly,800,MI
86302,3.0,4.0,2650.0,Monthly,3314,IL
86303,1.0,1.0,2062.0,Monthly,799,CA
86304,1.0,1.0,850.0,Monthly,700,MA
86305,1.0,1.0,1199.0,Monthly,730,FL
86306,1.0,1.0,1299.0,Monthly,730,FL
86307,2.0,2.0,1815.0,Monthly,1141,TX
86308,1.5,2.0,1619.0,Monthly,930,FL
86309,1.0,1.0,1722.0,Monthly,700,VA
86310,2.0,3.0,2309.0,Monthly,1368,VA
86311,1.0,1.0,900.0,Monthly,830,PA
86312,2.0,2.0,1015.0,Monthly,810,FL
86313,1.0,1.0,759.0,Monthly,572,TX
86314,2.0,2.0,1145.0,Monthly,955,FL
86315,2.0,2.0,2295.0,Monthly,942,CA
86316,1.0,1.0,2195.0,Monthly,775,CA
86317,1.0,1.0,1390.0,Monthly,776,IL
86318,2.0,2.0,3090.0,Monthly,1145,CA
86319,1.0,1.0,1510.0,Monthly,694,FL
86320,1.0,3.0,1863.0,Monthly,1015,FL
86321,1.0,2.0,2875.0,Monthly,753,NY
86322,1.5,1.0,4050.0,Monthly,1053,CA
86323,1.0,1.0,2320.0,Monthly,722,CA
86324,1.0,1.0,1900.0,Monthly,734,CA
86325,1.0,1.0,962.0,Monthly,834,NC
86326,1.0,1.0,2590.0,Monthly,753,NY
86327,1.0,1.0,1896.0,Monthly,634,CA
86328,1.0,1.0,959.0,Monthly,726,TX
86329,2.0,2.0,980.0,Monthly,977,TX
86330,1.0,1.0,1430.0,Monthly,769,FL
86331,1.0,1.0,2810.0,Monthly,811,CA
86332,1.0,1.0,2495.0,Monthly,800,MA
86333,1.0,2.0,950.0,Monthly,825,TX
86334,2.0,2.0,1813.0,Monthly,1035,CA
86335,2.0,3.0,1735.0,Monthly,1287,FL
86336,2.0,3.0,1845.0,Monthly,1320,CA
86337,1.0,1.0,1495.0,Monthly,866,VA
86338,1.0,2.0,576.0,Monthly,730,ID
86339,1.0,1.0,1435.0,Monthly,769,FL
86340,1.0,1.0,770.0,Monthly,720,TX
86341,1.0,1.0,740.0,Monthly,906,TX
86342,2.0,2.0,2275.0,Monthly,1224,FL
86343,2.0,2.0,1640.0,Monthly,1020,CA
86344,1.0,1.0,1065.0,Monthly,776,NC
86345,1.0,3.0,1206.0,Monthly,656,NC
86346,2.0,2.0,1460.0,Monthly,1100,NC
86347,1.0,0.0,600.0,Monthly,350,PA
86348,1.0,1.0,2775.0,Monthly,439,MA
86349,1.0,1.0,860.0,Monthly,764,TX
86350,1.0,2.0,900.0,Monthly,1050,PA
86351,1.0,1.0,2715.0,Monthly,812,MA
86352,1.0,1.0,985.0,Monthly,1011,NC
86353,1.0,2.0,910.0,Monthly,790,TX
86354,1.0,1.0,1099.0,Monthly,924,NC
86355,1.0,2.0,910.0,Monthly,790,TX
86356,1.0,1.0,1150.0,Monthly,964,NC
86357,2.0,2.0,1405.0,Monthly,962,NC
86358,2.0,2.0,2965.0,Monthly,1374,MA
86359,1.0,1.0,995.0,Monthly,850,CA
86360,2.0,2.0,999.0,Monthly,1062,TX
86361,1.0,1.0,922.0,Monthly,680,NC
86362,1.0,1.0,841.0,Monthly,760,TX
86363,1.0,1.0,1245.0,Monthly,1036,CA
86364,1.0,1.0,1025.0,Monthly,614,FL
86365,1.0,1.0,1068.0,Monthly,608,FL
86366,2.0,2.0,1650.0,Monthly,1440,WI
86367,2.0,2.0,1654.0,Monthly,1236,NC
86368,2.0,2.0,4817.0,Monthly,1064,NY
86369,2.5,3.0,1599.0,Monthly,1109,PA
86370,2.0,2.0,1057.0,Monthly,1150,NC
86371,1.0,1.0,998.0,Monthly,712,NC
86372,2.0,2.0,956.0,Monthly,936,HI
86373,1.0,1.0,839.0,Monthly,664,NC
86374,1.0,1.0,2600.0,Monthly,568,NY
86375,1.0,1.0,1095.0,Monthly,709,TX
86376,1.0,1.0,1112.0,Monthly,781,NC
86377,1.0,1.0,979.0,Monthly,822,TX
86378,1.0,2.0,850.0,Monthly,725,PA
86379,1.0,1.0,1349.0,Monthly,769,WI
86380,1.0,2.0,1400.0,Monthly,1175,FL
86381,1.0,1.0,1295.0,Monthly,580,CA
86382,2.0,2.0,1219.0,Monthly,1073,NC
86383,2.0,2.0,1149.0,Monthly,1073,NC
86384,1.0,1.0,3900.0,Monthly,750,NY
86385,2.0,2.0,760.0,Monthly,863,TX
86386,2.0,2.0,707.0,Monthly,856,NC
86387,2.0,2.0,2300.0,Monthly,1100,MA
86388,2.0,2.0,1424.0,Monthly,1095,NC
86389,2.0,2.0,1130.0,Monthly,1017,NC
86390,1.0,1.0,1530.0,Monthly,1176,TX
86391,2.0,2.0,905.0,Monthly,1200,GA
86392,1.0,1.0,995.0,Monthly,764,NC
86393,1.0,1.0,1939.0,Monthly,939,TX
86394,2.0,2.0,1860.0,Monthly,1267,TX
86395,1.0,1.0,1298.0,Monthly,725,TX
86396,2.0,2.0,1424.0,Monthly,1175,NC
86397,2.0,2.0,933.0,Monthly,955,GA
86398,2.0,3.0,1373.0,Monthly,1417,NC
86399,1.0,2.0,1085.0,Monthly,1047,PA
86400,2.0,2.0,2025.0,Monthly,1390,NC
86401,1.0,2.0,1373.0,Monthly,532,PA
86402,1.0,1.0,1021.0,Monthly,784,NC
86403,1.0,1.0,1936.0,Monthly,546,CA
86404,1.0,1.0,2405.0,Monthly,725,MA
86405,1.0,1.0,2674.0,Monthly,819,MA
86406,1.0,1.0,2249.0,Monthly,716,CA
86407,1.0,1.0,1712.0,Monthly,806,CA
86408,1.0,2.0,1107.0,Monthly,752,GA
86409,1.0,1.0,1265.0,Monthly,954,TX
86410,2.0,2.0,1695.0,Monthly,1097,FL
86411,1.0,1.0,1229.0,Monthly,777,NC
86412,2.0,2.0,1720.0,Monthly,1143,FL
86413,2.0,2.0,1219.0,Monthly,1024,TX
86414,2.0,2.0,910.0,Monthly,736,TX
86415,1.5,1.0,4400.0,Monthly,950,NY
86416,2.0,2.0,1779.0,Monthly,1143,TX
86417,1.0,2.0,1599.0,Monthly,900,CA
86418,2.0,3.0,1290.0,Monthly,1127,NC
86419,2.0,2.0,2250.0,Monthly,951,CA
86420,1.0,1.0,1315.0,Monthly,722,FL
86421,1.0,1.0,1964.0,Monthly,730,CA
86422,2.0,2.0,1314.0,Monthly,1000,NC
86423,3.0,4.0,1395.0,Monthly,1806,NC
86424,2.0,2.0,1180.0,Monthly,1081,FL
86425,2.0,2.0,795.0,Monthly,1100,GA
86426,1.0,1.0,968.0,Monthly,790,NC
86427,2.0,2.0,1700.0,Monthly,1000,CA
86428,3.0,2.0,1499.0,Monthly,1751,NC
86429,2.0,3.0,1150.0,Monthly,1300,FL
86430,1.0,1.0,956.0,Monthly,826,GA
86431,1.0,1.0,1565.0,Monthly,770,VA
86432,1.0,1.0,922.0,Monthly,826,GA
86433,1.5,2.0,735.0,Monthly,905,KS
86434,1.5,2.0,1650.0,Monthly,965,VA
86435,2.0,2.0,1165.0,Monthly,1050,TN
86436,1.0,1.0,1015.0,Monthly,769,FL
86437,1.0,1.0,863.0,Monthly,704,MO
86438,1.0,2.0,730.0,Monthly,860,MO
86439,1.0,1.0,1595.0,Monthly,815,CA
86440,1.0,2.0,835.0,Monthly,830,UT
86441,1.0,1.0,1330.0,Monthly,755,UT
86442,1.0,1.0,1557.0,Monthly,874,VA
86443,2.0,3.0,1282.0,Monthly,1356,TN
86444,2.5,4.0,1450.0,Monthly,1650,TN
86445,2.0,2.0,2934.0,Monthly,1120,FL
86446,1.0,1.0,983.0,Monthly,814,AZ
86447,1.0,2.0,739.0,Monthly,764,IA
86448,1.0,1.0,1945.0,Monthly,640,CA
86449,2.5,2.0,1320.0,Monthly,1393,GA
86450,2.0,2.0,1210.0,Monthly,1216,TN
86451,2.0,2.0,1210.0,Monthly,1216,TN
86452,2.0,3.0,1495.0,Monthly,1604,TN
86453,1.5,2.0,1362.0,Monthly,1005,UT
86454,1.0,1.0,525.0,Monthly,530,IA
86455,2.0,2.0,2146.0,Monthly,1130,VA
86456,1.0,1.0,1179.0,Monthly,675,UT
86457,2.0,2.0,1044.0,Monthly,1000,MO
86458,1.5,2.0,1040.0,Monthly,1002,UT
86459,1.0,1.0,910.0,Monthly,796,NC
86460,1.0,1.0,1080.0,Monthly,751,UT
86461,1.0,1.0,750.0,Monthly,760,MO
86462,2.0,2.0,1077.0,Monthly,1188,TN
86463,2.0,2.0,1270.0,Monthly,780,GA
86464,1.0,1.0,925.0,Monthly,835,TN
86465,2.0,3.0,1179.0,Monthly,1350,UT
86466,2.0,2.0,1245.0,Monthly,971,NC
86467,2.0,2.0,2528.0,Monthly,1139,VA
86468,1.0,1.0,995.0,Monthly,700,AZ
86469,1.0,2.0,930.0,Monthly,935,UT
86470,1.0,1.0,625.0,Monthly,728,GA
86471,1.0,1.0,1349.0,Monthly,743,MO
86472,2.5,4.0,1495.0,Monthly,1614,NC
86473,2.0,2.0,1035.0,Monthly,1017,AZ
86474,1.0,1.0,925.0,Monthly,848,GA
86475,1.0,1.0,860.0,Monthly,700,MO
86476,2.0,2.0,2330.0,Monthly,1137,UT
86477,1.0,2.0,1205.0,Monthly,440,CA
86478,2.0,2.0,960.0,Monthly,1100,IA
86479,1.0,1.0,845.0,Monthly,658,AZ
86480,1.0,3.0,1550.0,Monthly,507,UT
86481,1.0,1.0,999.0,Monthly,768,NC
86482,1.0,1.0,1750.0,Monthly,550,CA
86483,1.0,1.0,939.0,Monthly,779,NC
86484,1.0,1.0,1578.0,Monthly,574,VA
86485,1.0,1.0,931.0,Monthly,690,UT
86486,2.0,2.0,1058.0,Monthly,903,UT
86487,2.0,2.0,1405.0,Monthly,1270,NC
86488,2.0,3.0,1434.0,Monthly,1239,NC
86489,2.0,2.0,1288.0,Monthly,1085,AZ
86490,2.0,2.0,1730.0,Monthly,1308,MO
86491,2.0,2.0,1344.0,Monthly,1080,AZ
86492,2.0,2.0,1400.0,Monthly,576,GA
86493,1.0,1.0,1064.0,Monthly,720,AZ
86494,1.0,2.0,650.0,Monthly,800,MO
86495,1.0,1.0,1912.0,Monthly,710,VA
86496,2.0,2.0,1801.0,Monthly,1286,FL
86497,1.0,1.0,848.0,Monthly,550,UT
86498,2.5,3.0,1495.0,Monthly,2084,TN
86499,1.5,2.0,1400.0,Monthly,916,FL
86500,1.0,1.0,2225.0,Monthly,846,CA
86501,1.0,1.0,570.0,Monthly,563,MO
86502,2.0,2.0,2840.0,Monthly,1135,CA
86503,2.0,2.0,2019.0,Monthly,1170,AZ
86504,1.0,3.0,1753.0,Monthly,580,VA
86505,2.0,2.0,2039.0,Monthly,1170,AZ
86506,2.0,2.0,883.0,Monthly,1167,GA
86507,2.0,2.0,2270.0,Monthly,1230,AZ
86508,3.0,4.0,4150.0,Monthly,2774,CA
86509,2.0,3.0,1061.0,Monthly,1547,GA
86510,2.0,2.0,915.0,Monthly,992,NC
86511,1.0,1.0,2647.0,Monthly,719,CA
86512,2.0,2.0,1219.0,Monthly,987,UT
86513,1.0,1.0,2335.0,Monthly,725,CA
86514,1.0,1.0,1575.0,Monthly,600,CA
86515,1.0,1.0,1144.0,Monthly,837,GA
86516,1.0,1.0,1330.0,Monthly,657,MO
86517,1.0,2.0,713.0,Monthly,420,TN
86518,1.0,1.0,1684.0,Monthly,626,VA
86519,1.0,1.0,1264.0,Monthly,643,MO
86520,2.0,2.0,1065.0,Monthly,888,UT
86521,2.0,2.0,850.0,Monthly,947,IA
86522,1.0,1.0,1556.0,Monthly,523,VA
86523,2.0,2.0,935.0,Monthly,1175,GA
86524,1.0,3.0,2045.0,Monthly,1245,MO
86525,1.0,1.0,750.0,Monthly,550,NC
86526,1.0,1.0,740.0,Monthly,750,TN
86527,2.0,2.0,1750.0,Monthly,862,CA
86528,1.0,2.0,885.0,Monthly,840,NC
86529,1.0,1.0,1780.0,Monthly,769,VA
86530,1.0,1.0,1576.0,Monthly,800,VA
86531,2.0,2.0,3325.0,Monthly,924,CA
86532,1.0,1.0,989.0,Monthly,715,UT
86533,2.0,2.0,3415.0,Monthly,1067,VA
86534,2.0,3.0,1495.0,Monthly,1856,UT
86535,1.0,1.0,1515.0,Monthly,750,VA
86536,2.0,2.0,3395.0,Monthly,1234,VA
86537,2.0,2.0,1965.0,Monthly,1207,TN
86538,2.0,2.0,3115.0,Monthly,875,CA
86539,1.0,1.0,2169.0,Monthly,706,VA
86540,1.0,1.0,2016.0,Monthly,655,VA
86541,1.0,1.0,1115.0,Monthly,871,NC
86542,2.0,2.0,2065.0,Monthly,947,CA
86543,1.0,2.0,1480.0,Monthly,1038,GA
86544,1.0,2.0,1600.0,Monthly,864,CA
86545,2.0,2.0,799.0,Monthly,978,AZ
86546,1.0,2.0,1120.0,Monthly,934,IA
86547,1.0,2.0,2896.0,Monthly,839,CA
86548,2.0,2.0,1001.0,Monthly,975,NC
86549,1.0,1.0,665.0,Monthly,645,AZ
86550,2.0,3.0,1095.0,Monthly,1417,GA
86551,1.5,2.0,1455.0,Monthly,890,VA
86552,1.0,1.0,2300.0,Monthly,600,CA
86553,3.0,3.0,1470.0,Monthly,2008,GA
86554,2.0,2.0,1184.0,Monthly,1276,NC
86555,1.0,3.0,650.0,Monthly,850,TN
86556,1.0,2.0,881.0,Monthly,899,TX
86557,1.0,1.0,1546.0,Monthly,735,VA
86558,2.0,2.0,1308.0,Monthly,1112,TX
86559,2.0,2.0,1245.0,Monthly,990,TX
86560,1.0,1.0,1386.0,Monthly,839,FL
86561,1.0,1.0,1510.0,Monthly,852,TN
86562,1.0,2.0,658.0,Monthly,1200,GA
86563,1.0,1.0,949.0,Monthly,717,TX
86564,1.0,1.0,1238.0,Monthly,878,TN
86565,1.0,1.0,774.0,Monthly,703,TX
86566,2.0,2.0,1712.0,Monthly,1097,FL
86567,1.0,2.0,950.0,Monthly,858,TX
86568,2.0,2.0,2184.0,Monthly,1099,CA
86569,1.0,1.0,899.0,Monthly,929,TX
86570,1.0,1.0,2300.0,Monthly,762,CA
86571,1.0,1.0,734.0,Monthly,676,MO
86572,2.0,2.0,1854.0,Monthly,1052,TN
86573,1.0,1.0,2623.0,Monthly,763,CA
86574,2.0,2.0,2160.0,Monthly,1270,MO
86575,1.0,1.0,1390.0,Monthly,811,MO
86576,1.0,2.0,650.0,Monthly,750,IN
86577,2.0,2.0,1199.0,Monthly,835,AZ
86578,1.0,1.0,1730.0,Monthly,680,VA
